accession,date,pango
MZ024308.1,2021-03-30,B.1.1.7
OM150635.1,2021-12-07,AY.25.1
OL948294.1,2021-11-05,AY.39.1
OL958397.1,2021-12-06,AY.103
OB987005.1,2020-10-21,B.1.177.4
MW796015.1,2021-01-20,B.1.429
OL934057.1,2021-12-09,AY.47
OM624126.1,2022-01-22,BA.1.1
OM430747.1,2022-01-11,BA.1.1
OM765506.1,2021-06-02,B.1.351
OD982787.1,2021-02-09,B.1.1.7
ON583213.1,2021-12-08,AY.43
OD974521.1,2021-01-30,B.1.1.7
OM280151.1,2022-01-08,BA.1.1
OM036381.1,2021-12-14,AY.103
OW479921.1,2022-01-02,BA.1
ON581220.1,2021-09-13,AY.46.3
MZ008609.1,2021-01-21,B.1.2
MZ207009.1,2021-03-04,B.1.1.519
MZ149276.1,2021-04-20,P.1
MW907893.1,2021-03-12,B.1.1.7
OM213305.1,2021-12-25,BA.1.1
OL785361.1,2021-11-29,AY.44
OU804067.1,2021-09-07,AY.4
OM088228.1,2021-12-22,AY.119
OL705758.1,2021-10-27,AY.20
OK245832.1,2021-03-15,B.1.243
OM229908.1,2021-11-29,AY.103
ON137940.1,2021-11-22,AY.103
OM098595.1,2021-12-19,AY.120
OM652229.1,2022-01-31,BA.1.1
OU802809.1,2020-11-16,B.1.177.81
OD936017.1,2020-12-26,B.1.177
OM450817.1,2022-01-16,BA.1.15
OM864753.1,2022-01-27,BA.1.1.18
MZ164728.1,2021-04-14,B.1.1.7
OL839031.1,2021-11-14,AY.44
OW484655.1,2022-01-13,BA.1.15
OL948973.1,2021-11-06,AY.118
OA997077.1,2020-10-01,B.1
OM615782.1,2022-01-20,BA.1.1
OM222405.1,2021-12-14,BA.1.15
OM493625.1,2021-11-29,AY.25
OU391211.1,2021-05-29,unclassifiable
OU997953.1,2021-10-14,AY.7
ON138063.1,2021-11-20,AY.103
MZ008770.1,2021-04-01,B.1.1.7
OL929875.1,2021-11-17,AY.103
MZ416178.1,2021-05-14,B.1.1.7
ON613474.1,2022-01-22,BA.1
OU030549.1,2021-01-28,B.1.177.81
OD913543.1,2020-12-20,B.1.177
MZ449204.1,2020-12-14,B.1.427
OW529555.1,2022-01-06,BA.1.1.15
OM584932.1,2022-01-21,BA.1.15
OM528211.1,2022-01-19,BA.1.15
OL997224.1,2021-12-09,AY.25.1
OD926011.1,2020-11-14,B.1.177
OM667092.1,2022-01-26,BA.1.15
OM695178.1,2022-01-28,BA.1.1
OM301277.1,2022-01-03,BA.1.15
OM153312.1,2021-07-06,AY.2
ON580352.1,2021-10-07,AY.36
OM024643.1,2021-11-29,AY.3
OD900884.1,2020-11-14,B.1.610
OA990004.1,2020-09-24,B.1.177
OM488447.1,2022-01-18,BA.1
MZ002666.1,2021-03-30,B.1.1.7
OX085835.1,2022-01-10,unclassifiable
OM088401.1,2021-12-22,BA.1.1
OL903605.1,2021-12-08,AY.103
OD991307.1,2021-02-10,B.1.177.15
MZ641610.1,2021-02-05,B.1.1.7
MZ450667.1,2021-06-10,B.1.526
OD914091.1,2020-12-17,B.1.1.7
OD910165.1,2020-12-08,B.1.1.7
OU030627.1,2021-01-15,B.1.177.16
OL926073.1,2021-11-21,AY.39
BS003178.1,2022-01-25,BA.1.1.2
OM431018.1,2022-01-12,BA.1.1
OK193638.1,2021-03-24,B.1.1.7
OD939692.1,2021-01-13,B.1.177
OV445566.1,2021-12-04,AY.43.9
ON434349.1,2021-11-16,AY.43
MZ082164.1,2021-04-13,B.1.1.7
OL805231.1,2021-11-26,AY.3
MW485323.1,2020-12-29,B.1.1.7
OM309338.1,2021-12-22,BA.1.20
OX073334.1,2021-08-26,AY.4
MZ184362.1,2021-04-29,B.1.1.7
OM045723.1,2021-11-11,AY.39.1
OU386893.1,2021-05-11,B.1.1.7
OM093892.1,2021-12-22,BA.1.15
MZ186724.1,2021-04-23,B.1.2
OK064623.1,2021-07-24,P.1
MW851960.1,2021-03-10,B.1.2
OL847983.1,2021-07-08,AY.20
ON686050.1,2022-01-24,BA.1.1.18
ON496244.1,2021-09-10,AY.3
OL928584.1,2021-11-11,AY.98.1
OM695698.1,2022-01-30,BA.1.1
OL907895.1,2021-11-18,AY.119
MW719715.1,2021-02-19,B.1.111
OD976834.1,2021-01-20,B.1.1.7
OL887652.1,2021-11-18,AY.44
MZ455576.1,2021-05-03,B.1.1.7
MZ212380.1,2021-04-10,B.1.637
OM585338.1,2022-01-23,BA.1.1.18
OM664442.1,2022-01-17,BA.1.15
OU811832.1,2020-11-19,B.1.177.4
MZ506304.1,2021-06-08,B.1.1.7
OM994782.1,2021-12-25,AY.120.1
OW099978.2,2021-12-24,BA.1
OV083468.1,2021-11-04,unclassifiable
OD926133.1,2021-01-03,B.1.1.7
OD900180.1,2020-11-13,B.1.177
OL760029.1,2021-11-11,AY.3
ON265847.1,2022-01-12,BA.1.17
ON220916.1,2022-01-21,BA.1.1
OM085414.1,2021-12-11,AY.44
OL809160.1,2021-11-20,AY.103
OL304028.1,2021-03-18,B.1.1.7
OW109529.1,2021-12-03,AY.4
OD969815.1,2021-01-30,B.1.1.7
OD953509.1,2021-01-23,B.1.1.7
OU659611.1,2021-07-30,AY.4
OM285309.1,2021-12-15,BA.1.15
OL987490.1,2021-12-13,AY.44
MZ202382.1,2021-04-07,B.1.1.519
OD927477.1,2020-12-14,B.1.1.7
OK245827.1,2021-03-15,B.1.596
OD913740.1,2020-12-18,B.1.1.7
OD922088.1,2020-12-29,B.1.1.7
OL760092.1,2021-11-11,AY.119
OM083685.1,2021-12-18,AY.119
ON276533.1,2021-12-30,BA.1.15
OM527713.1,2022-01-18,BA.1.1
OM246142.1,2021-11-15,AY.103
OM352106.1,2021-12-29,BA.1.1.18
OM645097.1,2022-01-30,BA.1.1
OK245969.1,2021-04-05,B.1.526
OM229057.1,2021-12-27,BA.1.1
OD902311.1,2020-11-21,B.1.177
MW841802.1,2021-03-02,Q.3
OD989222.1,2021-02-09,B.1.1.7
OD972740.1,2021-01-30,B.1.1.7
MW720302.1,2021-02-18,B.1.2
OM851410.1,2022-01-30,BA.1.1
MZ685914.1,2021-05-22,Q.3
OM414369.1,2021-12-30,BA.1.1
OM474598.1,2022-01-17,BA.1.1
OM034969.1,2021-12-10,BA.1.1
OU393343.1,2021-06-10,AY.4
MZ270268.1,2021-04-29,B.1.1.7
MZ414248.1,2021-03-31,P.1
OD996703.1,2021-02-11,B.1.1.7
OL894613.1,2021-11-27,AY.25.1
OM642513.1,2021-11-20,AY.44
OL733987.1,2021-11-13,AY.103
MZ046739.1,2021-04-01,B.1.1.7
MZ086250.1,2021-04-07,B.1.429
OU487906.1,2021-07-20,AY.4
MZ006324.1,2021-03-30,B.1.243
OM360096.1,2022-01-04,BA.1.1
OL759825.1,2021-11-11,AY.103
OL723507.1,2021-11-02,AY.39
OM327158.1,2021-12-27,BA.1
OL948844.1,2021-11-06,AY.25
OM864365.1,2021-08-04,AY.100
ON476306.1,2021-12-24,AY.3
MW968942.1,2021-03-25,B.1.1.7
OM493246.1,2022-01-12,BA.1.1
OM178594.1,2021-12-20,BA.1
OM057252.1,2021-12-12,BA.1.15
ON216974.1,2020-12-12,B.1.240
OM768890.1,2022-01-31,BA.1.1
OU392541.1,2021-03-11,B.1.1.7
OM409984.1,2022-01-10,AY.103
OM401211.1,2021-09-09,XC
OD978396.1,2021-01-16,B.1.1.7
OM542508.1,2022-01-09,BA.1.1
OM148015.1,2021-07-18,AY.75
OW517620.1,2022-01-10,BA.1
OL733543.1,2021-11-12,AY.103
OD966007.1,2021-01-27,B.1.1.7
OL805524.1,2021-11-27,AY.103
OB993308.1,2020-11-05,B.1.177.87
OW471382.1,2022-01-24,BA.1.1
OU737481.1,2021-07-31,AY.4
OD979109.1,2021-01-19,B.1.177.10
MZ278636.1,2021-05-04,B.1.1.7
MW921926.1,2021-01-29,B.1.427
MW454760.1,2020-11-28,B.1.1.316
OW462977.1,2021-11-24,AY.4
OM693434.1,2022-01-26,BA.1
OU389780.1,2020-12-22,B.1.1.7
ON434482.1,2021-08-21,AY.125
OW106932.1,2021-12-26,AY.4
OM058786.1,2021-11-27,AY.3.1
OX084435.1,2022-01-09,BA.1
ON598941.1,2022-01-06,BA.1.1.18
ON446361.1,2021-11-15,AY.4.2
HG999315.1,2020-12-12,B.1.1.7
OL805886.1,2021-11-29,AY.4
OD908061.1,2020-11-17,B.1.177
OD990069.1,2021-01-27,B.1.1.7
OU801184.1,2021-08-31,AY.4
OD990276.1,2021-01-29,B.1.1.7
MZ082563.1,2021-04-09,B.1.1.7
ON447300.1,2021-12-14,BA.1
OL820792.1,2021-12-02,AY.26
OD964180.1,2021-01-29,B.1.1.7
OL863510.1,2021-11-29,AY.103
OD921666.1,2020-12-30,B.1.1.7
OM500629.1,2022-01-19,BA.1.1.18
ON094416.1,2022-01-27,BA.1.1
MZ132938.1,2021-04-14,B.1.1.7
ON003836.1,2022-01-18,BA.1.1
OL897855.1,2021-12-07,AY.44
OD907061.1,2020-12-10,B.1.1.7
OW476346.1,2022-01-13,BA.1.17.2
OU491530.1,2021-07-05,AY.4
OL962026.1,2021-12-04,AY.25
OM137571.1,2021-12-13,AY.13
MZ259634.1,2021-03-17,B.1.1.7
OM189982.1,2021-12-13,AY.3
MZ278317.1,2021-05-05,B.1.1.7
MZ074590.1,2021-04-02,B.1.526
OW507123.1,2022-01-02,BA.1
MW702146.1,2021-01-04,B.1.429
OC996340.1,2020-11-08,B.1.177
OW461199.1,2021-11-10,AY.43
ON547039.1,2022-01-20,BA.1
MW808811.1,2021-02-28,B.1.2
OK290061.1,2021-05-24,B.1.526
ON292329.1,2021-02-06,B.1.160
ON287748.1,2021-10-13,B.1.597
OM080464.1,2021-12-07,AY.25
OL819671.1,2021-11-30,AY.25.1
OM793395.1,2021-12-27,BA.1
OU393543.1,2021-02-18,unclassifiable
OM521673.1,2022-01-21,BA.1.1
OW126291.1,2022-01-26,BA.1.15
OL873682.1,2021-11-23,AY.103
OD933906.1,2021-01-08,B.1.1.7
MZ642154.1,2021-04-07,B.1.1.7
OL729098.1,2021-11-20,AY.103
OL737835.1,2021-11-17,AY.44
MZ256886.1,2021-05-10,B.1.526
OM294345.1,2021-12-07,AY.3
OM661550.1,2022-01-21,BA.1.1
ON619154.1,2022-01-25,BA.1.1
MZ532604.1,2021-05-29,B.1.1.7
OL834867.1,2021-11-21,AY.25
OM047676.1,2021-11-29,AY.119
OV318257.1,2021-11-23,AY.111
OM258926.1,2021-12-06,AY.3
OU800477.1,2020-10-08,W.4
OD900762.1,2020-11-14,B.1.177.4
OD970749.1,2021-02-04,B.1.1.7
MZ308338.1,2021-05-15,B.1.1.7
OM402725.1,2021-11-22,AY.103
OM539685.1,2022-01-12,BA.1.1
OM120805.1,2021-12-13,AY.25.1
ON216866.1,2020-12-11,B.1.2
OW515293.1,2022-01-05,BA.1
MZ952622.1,2021-08-05,B.1.617.2
OW108924.2,2021-12-24,BA.1.15
MZ401734.1,2021-05-26,B.1.1.7
OM016852.1,2021-12-14,AY.116.1
OM042807.1,2021-12-14,AY.119
MW681494.1,2021-02-10,B.1.2
OU488097.1,2021-07-18,unclassifiable
OL784882.1,2021-11-29,AY.119.2
OM680153.1,2022-01-27,BA.1.1.18
OW103016.1,2021-12-26,BA.1.1
OK341157.1,2021-04-05,B.1.1.7
OM272144.1,2021-12-27,BA.1
OM217016.1,2021-12-27,BA.1.1
OM738075.1,2022-01-17,BA.2.3
OM702945.1,2022-01-27,BA.1.1.18
OU812983.1,2021-09-13,AY.4
OW481682.1,2022-01-05,BA.1
OV193207.1,2021-11-02,AY.4.2
OW465052.1,2021-12-06,AY.98
OU808088.1,2021-02-06,B.1.1.7
OU390588.1,2021-06-08,AY.4
MW808041.1,2021-02-21,B.1.1.7
OK220609.1,2021-04-04,B.1.1.7
OM484173.1,2022-01-10,BA.1.1
OD976032.1,2021-01-21,B.1.1.7
OU804533.1,2021-01-12,B.1.177
MZ099937.1,2021-03-30,B.1.1.7
OM046883.1,2021-11-20,AY.103
OK341175.1,2021-04-06,B.1.1.348
OL902616.1,2021-12-06,AY.113
OM433669.1,2021-07-08,AY.14
OL887009.1,2021-11-16,AY.44
OL825932.1,2020-10-18,B.1.2
OL760605.1,2021-11-17,AY.3
OM565127.1,2022-01-24,BA.1.1
MW521568.1,2020-12-03,B.1.2
OL904308.1,2021-12-06,AY.103
OM371670.1,2022-01-10,BA.1.1
OX070779.1,2022-01-19,BA.1
MW818122.1,2021-02-26,B.1.1.7
OD944382.1,2021-01-10,B.1.1.7
OL800643.1,2021-11-24,AY.39
OK549436.1,2021-01-20,B.1.2
OU013239.1,2021-02-17,B.1.1.7
OW481832.1,2022-01-31,BA.1.1
MW906059.1,2021-03-23,B.1.1.7
MZ492305.1,2021-06-11,B.1.1.7
OM462751.1,2021-08-31,AY.4
OW516478.1,2022-01-07,BA.1.1
OM290456.1,2021-12-28,BA.1.15
OD961888.1,2021-01-24,B.1.1.7
OM070079.1,2021-12-10,AY.44
ON003230.1,2022-01-13,AY.103
MW433749.1,2020-12-20,B.1.1.222
ON974873.1,2022-01-27,BA.2.10
OB995825.1,2020-11-07,B.1.177
MZ011042.1,2021-03-29,B.1.1.7
OU489221.1,2021-07-18,AY.120
OV035093.2,2021-11-03,AY.4
MZ543331.1,2021-06-17,B.1.1.7
OM671078.1,2022-01-25,BA.1.18
MW973257.1,2020-11-20,A
OX078742.1,2022-01-18,BA.1
MZ341346.1,2021-05-16,B.1.429
MZ044619.1,2021-03-30,B.1.1.7
OM483545.1,2022-01-12,BA.1.1
OL473995.1,2021-01-25,B.1.588
OL733759.1,2021-11-13,AY.103
OU387941.1,2021-05-28,B.1.1.7
MZ192799.1,2021-04-29,B.1.1.7
MW838371.2,2021-03-09,B.1.2
OM194484.1,2021-12-22,BA.1.15
OL827644.1,2021-11-10,AY.113
OD906501.1,2020-12-10,B.1.1.7
OL727336.1,2021-11-13,AY.103
MZ195656.1,2021-04-25,B.1.1.7
OD941652.1,2021-01-16,B.1.1.7
OV104090.1,2021-11-05,AY.43
OU447364.1,2021-07-04,AY.4
MZ193594.1,2021-04-23,B.1.1.7
OM132803.1,2021-12-23,BA.1
OM173148.1,2021-12-22,BA.1.1
MZ579229.1,2021-05-02,B.1.1.7
OD995819.1,2021-02-15,B.1.1.7
MZ071053.1,2021-04-12,B.1.1.7
MZ358507.1,2021-05-14,B.1.1.7
OW523344.1,2022-01-23,BA.1.1
OL759328.1,2021-11-09,AY.44
OX073108.1,2022-01-07,BA.1.1
MZ475571.1,2021-01-12,B.1.400
MZ944420.1,2021-07-29,B.1.617.2
OU662793.1,2021-08-01,AY.111
OM571032.1,2022-01-27,BA.1.1
MZ378637.1,2021-04-23,B.1.1.7
OM234506.1,2022-01-02,BA.1.1
BS001401.1,2021-07-17,B.1.1.7
MZ430731.1,2021-05-12,B.1.1.7
OM139337.1,2021-12-14,AY.3
MZ282388.1,2021-05-01,B.1.526
OD954370.1,2021-01-23,B.1.1.7
OM667010.1,2022-01-26,BA.1.1
OM190075.1,2021-12-13,AY.100
OD925846.1,2020-11-22,B.1.1.7
OM189596.1,2021-12-08,AY.39.1
OD938170.1,2021-01-07,B.1.1.7
OM117417.1,2021-12-21,BA.1.1
MZ520101.1,2021-03-24,B.1.351
MZ672055.1,2021-07-15,B.1.617.2
ON518620.1,2022-01-10,BA.1.1
OM015599.1,2021-12-11,BA.1.1
MW967659.1,2021-03-19,B.1.427
MW891417.1,2021-03-21,B.1.526
MZ278076.1,2021-04-20,P.1.10
OM519624.1,2022-01-17,BA.1.15
ON339252.1,2021-12-14,AY.44
OU474683.1,2021-05-10,B.1.1.7
OM806279.1,2022-02-01,BA.1.1
OK218055.1,2021-04-02,B.1.1.7
MZ393532.1,2021-05-15,B.1.526
MZ195983.1,2021-04-22,B.1.1.7
OM234336.1,2022-01-02,BA.1.1
MW882060.1,2021-03-08,B.1.427
OU489910.1,2021-07-20,AY.4
OM965169.1,2022-01-25,BA.1.1
OM087806.1,2021-12-21,BA.1.15
OM754420.1,2021-11-15,AY.1
OM261717.1,2021-12-28,BA.1
OM652115.1,2022-01-31,BA.1.15
OM078335.1,2021-12-17,AY.119
MZ222424.1,2021-04-24,P.1
OB981732.1,2020-09-09,B.1.177
OW522335.1,2021-06-23,A
OX071853.1,2022-01-03,BA.1.15
OD951621.1,2021-01-22,B.1.1.7
OD914779.1,2020-12-18,B.1.1.7
OU811308.1,2021-08-03,AY.4
OM101369.1,2021-12-11,AY.103
OB993666.1,2020-11-01,B.1.177.4
OU860023.1,2021-09-22,AY.4
MZ337568.1,2021-05-15,P.1
OM292571.1,2022-01-03,BA.1.1
OM573532.1,2022-01-27,BA.1.15
OL917804.1,2021-11-30,AY.3
MW917191.1,2021-02-02,B.1.2
OD912061.1,2020-12-11,B.1.1.7
OM132890.1,2021-12-23,BA.1.1
ON516673.1,2021-12-22,AY.47
OL797904.1,2021-11-26,AY.25
ON343755.1,2021-11-29,AY.103
OD933210.1,2021-01-10,B.1.1.7
OB984159.1,2020-10-15,B.1.177.57
OU807428.1,2021-09-06,AY.122
OK218218.1,2021-04-03,B.1.1.7
OM399959.1,2022-01-14,BA.1.1
OM693308.1,2022-01-26,BA.1.1.18
ON577595.1,2021-06-08,P.1
OM446364.1,2022-01-14,BA.1.15
MZ167155.1,2021-04-07,B.1.1.7
MW693574.1,2021-02-10,B.1.561
MW958157.2,2020-10-05,B.1.2
OM460236.1,2022-01-19,BA.1.1
OM474497.1,2022-01-17,BA.1.1
MW202227.1,2020-10-23,B.1.612
OL727307.1,2021-11-12,AY.103
OW098442.1,2022-01-02,BA.1
ON810845.1,2021-12-26,BA.1.1
OM126025.1,2021-12-15,BA.1
ON149426.1,2021-12-30,BA.1.18
BS002452.1,2022-01-05,AY.29
MZ842476.1,2020-09-15,B.1.1.403
OM097980.1,2021-12-05,AY.44
MZ718640.1,2021-03-16,B.1.2
OM839137.1,2021-11-16,AY.1
OL835035.1,2021-11-22,AY.25.1
MZ579218.1,2021-05-05,B.1.1.7
OL856235.1,2021-11-29,AY.25
OM997284.1,2021-11-09,AY.39
OU489616.1,2021-07-23,AY.5
OM921861.1,2021-12-28,BA.1.1.18
OL369595.1,2021-04-28,B.1.526
OM015031.1,2021-12-08,AY.44
OM111870.1,2021-09-22,AY.54
OM338494.1,2021-12-28,BA.1.1
OU797649.1,2021-05-30,AY.9
OM404468.1,2021-12-31,BA.1.15
ON893958.1,2020-10-31,B.1.243
MZ296307.1,2021-04-14,B.1.1.7
OM343821.1,2022-01-04,BA.1.1
OM761594.1,2022-01-28,BA.2.3
OM642767.1,2021-12-27,BA.1.1
MZ780764.1,2021-03-08,B.1.2
OM344471.1,2022-01-04,BA.1.15
MZ280478.1,2021-05-04,B.1.1.7
OB997519.1,2020-11-09,B.1.177.16
OL702464.1,2021-10-15,AY.26
OD913834.1,2020-12-20,B.1.1.7
OM324457.1,2022-01-05,BA.1.1
OW503498.1,2022-01-03,BA.1.15.1
OV107430.1,2021-11-05,AY.9.2
OK547880.1,2021-04-13,P.1
OM370395.1,2022-01-05,BA.1.1.18
MW903708.1,2021-03-17,B.1.1.519
OM175756.1,2021-12-22,BA.1.15
OM059541.1,2021-12-15,AY.107
ON277489.1,2021-09-07,AY.42
OD959277.1,2021-01-22,B.1.1.7
ON304586.1,2021-06-11,AY.13
MZ085975.1,2021-04-10,B.1.429
OM229692.1,2021-12-19,XC
OM327110.1,2021-12-26,AY.25.1
OM006090.1,2021-12-10,AY.14
ON447321.1,2021-12-13,AY.43
OW027153.1,2022-01-31,BA.1.17.2
OM198077.1,2021-12-27,BA.1.1
OD932495.1,2021-01-09,B.1.1.7
MZ030006.1,2021-04-05,B.1.1.7
ON734569.1,2021-12-31,BA.1.20
OU422917.1,2020-12-26,unclassifiable
OU490246.1,2021-07-20,AY.4
OM474763.1,2022-01-18,BA.1.1
OU418834.1,2021-05-31,unclassifiable
OV008883.1,2021-09-22,AY.4
OU796568.1,2021-09-02,AY.98
OW093008.1,2021-12-20,AY.4.2.2
OL818386.1,2021-11-30,AY.43
MW884221.1,2021-01-18,P.2
MZ082720.1,2021-04-11,P.1
OD974483.1,2021-01-28,B.1.1.7
OM352174.1,2022-01-08,BA.1.1.18
OL776900.1,2021-11-11,AY.25.1
OU423711.1,2021-06-29,AY.4
OM013240.1,2021-12-16,AY.103
OD973378.1,2021-01-31,B.1.1.7
OM194709.1,2021-12-23,BA.1.15
OM261257.1,2021-12-27,AY.103
MZ414482.1,2021-03-31,B.1.1.7
MZ267360.1,2020-10-13,B.1.2
OL867299.1,2021-09-02,AY.113
OM686642.1,2022-01-27,BA.1
ON515822.1,2022-01-05,BA.1
OV091892.1,2021-10-18,AY.43
MZ005003.1,2021-03-01,B.1.526
MZ666785.1,2021-06-20,B.1.1.7
OM353478.1,2021-12-30,BA.1.20
OD962730.1,2021-01-23,B.1.177
OM411182.1,2022-01-11,BA.1.1
OW092879.1,2021-12-28,BA.1.1
OM678738.1,2022-01-05,BA.1
OM018418.1,2021-12-17,BA.1.15
OD964732.1,2021-01-28,B.1.1.7
OU395824.1,2021-01-29,unclassifiable
ON578175.1,2021-08-02,AY.101
OL894724.1,2021-11-28,AY.25
OK548188.1,2021-01-02,B.1.1
MW490908.1,2020-10-05,B.1.1.135
OM006403.1,2021-12-14,AY.100
MZ340661.1,2021-05-03,B.1.1.7
MZ022508.1,2021-03-31,B.1.1.519
OD990117.1,2021-01-27,B.1.1.7
OM016976.1,2021-12-14,AY.117
ON170534.1,2021-11-03,AY.122
OU533922.1,2021-07-27,AY.4
OD938196.1,2021-01-05,B.1.1.7
ON432793.1,2021-11-09,AY.43
OD940354.1,2021-01-17,B.1.1.7
OV360164.1,2021-12-08,AY.43
OX085997.1,2022-01-10,BA.1.17
OD975808.1,2021-01-25,B.1.1.7
OM159404.1,2021-12-18,AY.44
OD988379.1,2021-02-12,B.1.1.7
MZ544787.1,2020-10-18,B.1
OM474578.1,2022-01-17,BA.1.1
OC996130.1,2020-11-08,B.1.177.48
OV359898.1,2021-12-03,AY.4
ON483089.1,2021-09-28,AY.100
OL951069.1,2021-11-08,AY.44
OM702909.1,2022-01-27,BA.1.15
OW524270.1,2021-12-24,BA.1.17.2
MZ539273.1,2021-05-20,B.1.1.7
ON572545.1,2021-11-22,AY.100
OK192448.1,2021-03-21,P.2
OC997829.1,2020-11-11,B.1.1.307
OL834139.1,2021-11-20,AY.100
OW514666.1,2022-01-19,BA.1
ON639443.1,2020-11-30,B.1.2
OM876756.1,2021-12-09,AY.103
OM096855.1,2021-12-18,AY.3
MZ497669.1,2021-04-26,B.1.1.7
OM309672.1,2021-12-25,BA.1.1
MW667556.1,2021-01-26,B.1.1.7
OM040605.1,2021-12-04,AY.44
OW516048.1,2022-01-16,BA.1.15.1
OW479646.1,2021-03-10,unclassifiable
OD977236.1,2021-01-22,B.1.1.7
MZ141370.1,2021-04-21,B.1.1.7
MZ211619.1,2021-04-09,B.1.1.7
ON441508.1,2021-08-01,AY.9.2
OD915971.1,2020-12-16,B.1.177
OC997554.1,2020-11-04,B.1.177
OL777655.1,2021-11-18,AY.4
OM477298.1,2022-01-19,BA.1.1
OD915364.1,2020-12-17,B.1.1.7
OM024319.1,2021-11-27,AY.103
OL706521.1,2021-03-27,B.1.561
MZ531099.1,2021-06-21,P.1.10
OD960442.1,2021-01-26,B.1.1.7
OD938674.1,2021-01-11,B.1.408
BS003145.1,2022-01-29,BA.1.1
OM119787.1,2021-12-23,BA.1.15
MZ074368.1,2021-04-02,B.1.2
OL953761.1,2021-10-27,AY.25
OM123052.1,2021-12-23,BA.1.1
OD939486.1,2021-01-11,B.1.1.7
ON131794.1,2021-08-15,AY.118
OD944179.1,2021-01-10,B.1.177
OA997853.1,2020-10-01,B.1.36.28
OL940001.1,2021-11-24,AY.3
MW666281.1,2021-02-02,B.1.1.222
MW725630.1,2021-02-12,B.1.1.7
MZ207573.1,2021-05-09,B.1.1.7
OL875535.1,2021-12-06,AY.103
OM011904.1,2021-11-27,AY.3
OM915524.1,2022-01-20,BA.1.1
ON290469.1,2021-02-02,B.1.160.30
OL889559.1,2021-11-21,AY.103
MZ022148.1,2021-03-28,B.1.526
ON432924.1,2021-11-04,AY.98.1
OM461794.1,2021-07-20,AY.26
MZ193321.1,2021-04-20,B.1.1.7
OM432356.1,2021-12-18,BA.1.15
OM761840.1,2022-01-31,BA.1.1
MZ257999.1,2021-03-24,B.1.526
OM173193.1,2021-12-22,BA.1.17.2
OM271152.1,2021-12-28,BA.1.1
OM017397.1,2021-12-16,B.1.617.2
OM335358.1,2021-12-30,BA.1.1
MW975831.1,2021-02-25,B.1.526
MZ472082.1,2021-05-01,B.1.1.7
OM488347.1,2022-01-12,BA.1.15
OD980862.1,2021-02-01,B.1.1.7
ON189090.1,2022-01-26,BA.1.15
OD949816.1,2020-11-20,B.1.177
ON572324.1,2021-12-22,BA.1.20
OL709512.1,2021-01-19,B.1.243
OU475599.1,2021-05-31,B.1.1.7
MZ194522.1,2021-04-26,B.1.1.7
OW479787.1,2021-10-29,AY.4
ON001035.1,2021-12-13,AY.25
OL786267.1,2021-11-16,AY.103
MW735961.1,2021-01-13,B.1.2
OM099164.1,2021-12-19,BA.1.1
OD973512.1,2021-02-03,B.1.1.7
ON434992.1,2021-08-31,AY.43
OM396274.1,2022-01-07,BA.1.1
MZ390675.1,2021-05-18,B.1.1.7
OD965019.1,2021-01-30,B.1.1.7
OM015253.1,2021-11-27,AY.100
ON762033.1,2022-01-05,BA.1
OD929614.1,2021-01-04,B.1.1.7
OM235638.1,2021-12-30,BA.1.1
OL896272.1,2021-11-22,AY.25
OL957591.1,2021-11-26,AY.44
OM464713.1,2022-01-16,BA.1.1.18
OM078712.1,2021-12-16,BA.1.15
OD914113.1,2020-12-18,B.1.36.17
OL951204.1,2021-11-08,AY.103
OM331170.1,2022-01-04,BA.1
OL882171.1,2021-11-29,AY.43
MZ450262.1,2021-06-06,P.1
OM775682.1,2022-01-30,BA.1.1
OD951345.1,2021-01-22,B.1.177.18
OW465107.1,2022-01-18,BA.1.19
OB999885.1,2020-11-04,B.1.1.37
OM293290.1,2021-12-30,BA.1.1.2
OB995529.1,2020-11-02,B.1.177.4
OM876849.1,2022-01-04,BA.1
OD939925.1,2021-01-13,B.1.1.7
ON432685.1,2021-11-08,AY.43
OL740183.1,2021-10-06,AY.26
OU387567.1,2021-02-25,B.1.1.7
OU423458.1,2021-05-26,AY.4
OM354185.1,2022-01-04,BA.1.1
MW669736.1,2021-02-08,B.1.429
OB990435.1,2020-10-26,B.1.1.311
OV002116.1,2021-10-15,AY.4
MZ980359.1,2021-07-23,B.1.632
MZ290917.1,2021-05-04,B.1.1.7
OV303538.1,2021-11-16,unclassifiable
OL968954.1,2021-12-02,AY.113
OD922922.1,2020-12-28,B.1.177
OM699527.1,2022-02-01,BA.1.1.2
MZ282020.1,2021-05-02,B.1.1.7
OU800973.1,2020-11-12,B.1.177.15
MZ402363.1,2021-05-28,B.1.1.7
OL929459.1,2021-11-17,AY.44
ON265533.1,2022-01-10,BA.1.18
OW409278.1,2021-10-21,AY.4
OM865543.1,2022-01-20,BA.1.20
OM130509.1,2021-12-05,AY.25
OM031801.1,2021-11-23,AY.100
OV035391.1,2021-10-09,AY.122
OX081833.1,2022-01-14,BA.1.17.2
OD916019.1,2020-12-03,B.1.258.7
OA972423.1,2020-09-02,C.30
OM086062.1,2021-12-21,BA.1.1
OM676264.1,2022-01-19,BA.1.1
OA994283.1,2020-09-14,B.1.610
OL819697.1,2021-11-30,AY.25.1
ON840394.1,2022-01-11,BA.1.18
OM354385.1,2022-01-04,BA.1.15
OM197886.1,2021-12-26,BA.1.15
OL732824.1,2021-11-11,AY.103
